Brand Name,Parent Company,Type of Product,Type of Material,Layers,Total Count,City,Provinces,Time of Audit,Specifics of Audit
FRUITAMIN,INDOFOOD,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
FRUITAMIN,INDOFOOD,FOOD PACKAGING,PS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
DAG,UNKNOWN,FOOD PACKAGING,PET,SINGLE LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
DAG,UNKNOWN,FOOD PACKAGING,PET,SINGLE LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
DAG,UNKNOWN,FOOD PACKAGING,PS,SINGLE LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ICE TEA,LIPTON ICE TEA,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ICE TEA,LIPTON ICE TEA,FOOD PACKAGING,PS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
AICE,AICE,FOOD PACKAGING,PS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
OKKY JELLY DRINK,TUDUNG GROUP,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
OKKY JELLY DRINK,TUDUNG GROUP,FOOD PACKAGING,PS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
PEPSODENT,UNILEVER,PERSONAL CARE,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MOMOGI,SARI MURNI,FOOD PACKAGING,PS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
POP MIE,INDOFOOD,FOOD PACKAGING,OTHERS,UNSURE,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
POP MIE,INDOFOOD,FOOD PACKAGING,PS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
LE MINERALE,MAYORA INDAH,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
LE MINERALE,MAYORA INDAH,FOOD PACKAGING,PS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
LE MINERALE,MAYORA INDAH,FOOD PACKAGING,PP,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
GOOD DAY COFFEE,PT SANTOS JAYA ABADI,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
GOOD DAY COFFEE,PT SANTOS JAYA ABADI,FOOD PACKAGING,PS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
GOOD DAY COFFEE,PT SANTOS JAYA ABADI,FOOD PACKAGING,PP,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SUKY SUKY,PT LIWAYWAY,FOOD PACKAGING,PS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
HAPPY DAY CUP,UNKNOWN,FOOD PACKAGING,PS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
GORIORIO,SIANTAR TOP,FOOD PACKAGING,PS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
KUKU BIMA,SIDO MUNCUL,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SAMPOERNA,PHILIP MORRIS INTERNATIONAL,SMOKING MATERIAL,PET,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SAMPOERNA,PHILIP MORRIS INTERNATIONAL,SMOKING MATERIAL,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
PLASTIC PLATE,UNBRANDED,FOOD PACKAGING,OTHERS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
CHEW CHEW BALL,PT KINO INDONESIA TBK,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SURYA,GUDANG GARAM TBK.,SMOKING MATERIAL,PET,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SURYA,GUDANG GARAM TBK.,SMOKING MATERIAL,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ROMA KELAPA,MAYORA INDAH,FOOD PACKAGING,PS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
POP MIE,INDOFOOD,FOOD PACKAGING,OTHERS,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
POP MIE,INDOFOOD,FOOD PACKAGING,PS,MULTI LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
CIMORY,MOUNTAIN DAIRY,FOOD PACKAGING,HDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
CIMORY,MOUNTAIN DAIRY,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
DANCOW,NESTLE,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SUPERSTAR,MAYORA INDAH,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
JERIGEN MINYAK,UNKNOWN,HOUSEHOLD PRODUCT,HDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
PRESSOL,"PRESSOL SCHMIERGERÄTE, GMBH",HOUSEHOLD PRODUCT,HDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
KIMIA FARMA,KIMIA FARMA,PERSONAL CARE,PET,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
KIMIA FARMA,KIMIA FARMA,PERSONAL CARE,PP,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SKINCARE,UNKNOWN,PERSONAL CARE,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SKINCARE,UNKNOWN,PERSONAL CARE,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MILKU,WINGS,PERSONAL CARE,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MILKU,WINGS,PERSONAL CARE,PP,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MILKU,WINGS,FOOD PACKAGING,LDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
TEH PUCUK,MAYORA INDAH,FOOD PACKAGING,PET,UNSURE,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
TEH PUCUK,MAYORA INDAH,FOOD PACKAGING,PET,UNSURE,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
TEH PUCUK,MAYORA INDAH,FOOD PACKAGING,HDPE,UNSURE,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
COCA COLA,THE COCA-COLA COMPANY,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
COCA COLA,THE COCA-COLA COMPANY,FOOD PACKAGING,PP,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
FLORIDINA,WINGS INDONESIA,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
FLORIDINA,WINGS INDONESIA,FOOD PACKAGING,PP,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
OKKY JELLY DRINK,TUDUNG GROUP,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
FRISIAN FLAG,FRIESLANDCAMPINA,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
JELLY GUM,YUPI INDO JELLY GUM,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
BETTER,MAYORA INDAH,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
EXTRA JOSS,BINTANG TOEDJOE,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ESSE,KOREA TOMORROW & GLOBAL CORPORATION,SMOKING MATERIAL,PS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ESSE,KOREA TOMORROW & GLOBAL CORPORATION,SMOKING MATERIAL,HDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
INDOMIE,INDOFOOD,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
PILUS GARUDA,TUDUNG GROUP,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
OVALTINE,ABF,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
PARAGON,PT TRIO MAHA JAYA,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MI GELAS,MAYORA INDAH,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
EASY TOUCH,PT HIDUP BAHAGIA MEDIKA,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
EASY TOUCH,PT HIDUP BAHAGIA MEDIKA,FOOD PACKAGING,PP,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
CIMORY,MOUNTAIN DAIRY,FOOD PACKAGING,HDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
DANCOW,NESTLE,FOOD PACKAGING,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SUPERSTAR,MAYORA INDAH,FOOD PACKAGING,PP,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
JERIGEN MINYAK,UNKNOWN,HOUSEHOLD PRODUCT,HDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
PRESSOL,"PRESSOL SCHMIERGERÄTE, GMBH",HOUSEHOLD PRODUCT,HDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
DAG,UNKNOWN,FOOD PACKAGING,PP,SINGLE LAYER,6,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
OBAT SIRUP,UNKNOWN,PERSONAL CARE,PET,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SKINCARE,UNKNOWN,PERSONAL CARE,OTHERS,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MINUMAN,UNKNOWN,FOOD PACKAGING,PP,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MILKU,WINGS,FOOD PACKAGING,PET,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MINERAL A,PT MEDION ARDHIKA BHAKTI,FOOD PACKAGING,PP,SINGLE LAYER,5,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
FLORIDINA,WINGS INDONESIA,FOOD PACKAGING,PET,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
TEH PUCUK,MAYORA INDAH,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
TEH PUCUK,MAYORA INDAH,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
TEH PUCUK,MAYORA INDAH,FOOD PACKAGING,HDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
COCA COLA,THE COCA-COLA COMPANY,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
LE MINERALE,MAYORA INDAH,FOOD PACKAGING,HDPE,SINGLE LAYER,11,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
LE MINERALE,MAYORA INDAH,FOOD PACKAGING,PET,SINGLE LAYER,13,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
LE MINERALE,MAYORA INDAH,FOOD PACKAGING,LDPE,SINGLE LAYER,7,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
DAG,UNKNOWN,FOOD PACKAGING,PP,SINGLE LAYER,20,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
DAG,UNKNOWN,FOOD PACKAGING,LDPE,SINGLE LAYER,20,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ASEGAR,ASEGAR MURNI JAYA,FOOD PACKAGING,HDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ASEGAR,ASEGAR MURNI JAYA,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ASEGAR,ASEGAR MURNI JAYA,FOOD PACKAGING,LDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
DAG,UNKNOWN,FOOD PACKAGING,LDPE,SINGLE LAYER,18,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
DAG,UNKNOWN,FOOD PACKAGING,LDPE,SINGLE LAYER,17,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
LE MINERALE,MAYORA INDAH,FOOD PACKAGING,HDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
LE MINERALE,MAYORA INDAH,FOOD PACKAGING,PET,SINGLE LAYER,13,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
LE MINERALE,MAYORA INDAH,FOOD PACKAGING,LDPE,SINGLE LAYER,0,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
CUP KECIL,UNKNOWN,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SUNTORY,SUNTORY,FOOD PACKAGING,HDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
KECAP,UNKNOWN,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
LE MINERALE,MAYORA INDAH,FOOD PACKAGING,HDPE,SINGLE LAYER,19,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
LE MINERALE,MAYORA INDAH,FOOD PACKAGING,PET,SINGLE LAYER,22,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
LE MINERALE,MAYORA INDAH,FOOD PACKAGING,LDPE,SINGLE LAYER,7,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
DAG,UNKNOWN,FOOD PACKAGING,PP,SINGLE LAYER,20,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
DAG,UNKNOWN,FOOD PACKAGING,LDPE,SINGLE LAYER,20,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
CHO CHO,PT DOLPHIN FOOD & BEVERAGES INDUSTRY,FOOD PACKAGING,PP,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
TEH PUCUK,MAYORA INDAH,FOOD PACKAGING,PET,SINGLE LAYER,5,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
TEH PUCUK,MAYORA INDAH,FOOD PACKAGING,LDPE,SINGLE LAYER,5,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MAULKHAIRAT,UNKNOWN,FOOD PACKAGING,PET,SINGLE LAYER,4,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
MAULKHAIRAT,UNKNOWN,FOOD PACKAGING,LDPE,SINGLE LAYER,4,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
AQUA,DANONE,FOOD PACKAGING,HDPE,SINGLE LAYER,13,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
AQUA,DANONE,FOOD PACKAGING,PET,SINGLE LAYER,21,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
GOOD DAY COFFEE,PT SANTOS JAYA ABADI,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
INDOMATER,UNKNOWN,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
GOLDA,WINGS,FOOD PACKAGING,PET,SINGLE LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
GOLDA,WINGS,FOOD PACKAGING,LDPE,SINGLE LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
FLOW,PT SUMBER BENING LESTARI,FOOD PACKAGING,PP,SINGLE LAYER,20,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
FLOW,PT SUMBER BENING LESTARI,FOOD PACKAGING,LDPE,SINGLE LAYER,19,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
FLOW,PT SUMBER BENING LESTARI,FOOD PACKAGING,LDPE,SINGLE LAYER,5,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
AQUA,DANONE,FOOD PACKAGING,PP,SINGLE LAYER,4,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
AQUA,DANONE,FOOD PACKAGING,LDPE,SINGLE LAYER,4,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ASEGAR,ASEGAR MURNI JAYA,FOOD PACKAGING,PP,UNSURE,5,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ASEGAR,ASEGAR MURNI JAYA,FOOD PACKAGING,LDPE,SINGLE LAYER,5,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,FOOD PACKAGING,PP,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
GOOD DAY COFFEE,PT SANTOS JAYA ABADI,FOOD PACKAGING,HDPE,UNSURE,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
GOOD DAY COFFEE,PT SANTOS JAYA ABADI,FOOD PACKAGING,PET,UNSURE,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
GOOD DAY COFFEE,PT SANTOS JAYA ABADI,FOOD PACKAGING,LDPE,UNSURE,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
BKP,PT BINA KARYA PRIMA,FOOD PACKAGING,PET,UNSURE,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
BKP,PT BINA KARYA PRIMA,FOOD PACKAGING,HDPE,UNSURE,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
FLORIDINA,WINGS INDONESIA,FOOD PACKAGING,HDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
FLORIDINA,WINGS INDONESIA,FOOD PACKAGING,PET,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
FLORIDINA,WINGS INDONESIA,FOOD PACKAGING,LDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
TEH GELAS,ORANG TUA,FOOD PACKAGING,PP,SINGLE LAYER,0,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
TEBS,SINAR SOSRO,FOOD PACKAGING,HDPE,SINGLE LAYER,0,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
TEBS,SINAR SOSRO,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
TEBS,SINAR SOSRO,FOOD PACKAGING,HDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ROYAL,THE COCA-COLA COMPANY,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ROYAL,THE COCA-COLA COMPANY,FOOD PACKAGING,OTHERS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
CLEO,TANOBEL FOOD,FOOD PACKAGING,PET,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
CLEO,TANOBEL FOOD,FOOD PACKAGING,OTHERS,SINGLE LAYER,2,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,PERSONAL CARE,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,PERSONAL CARE,OTHERS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SPRITE,THE COCA-COLA COMPANY,FOOD PACKAGING,OTHERS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
SPRITE,THE COCA-COLA COMPANY,FOOD PACKAGING,OTHERS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
KISS,MAYORA INDAH,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ASEGAR,ASEGAR MURNI JAYA,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ASEGAR,ASEGAR MURNI JAYA,FOOD PACKAGING,LDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
GOLCO,CV PERMATA KUNING,HOUSEHOLD PRODUCT,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
GOLCO,CV PERMATA KUNING,HOUSEHOLD PRODUCT,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
GOLCO,CV PERMATA KUNING,HOUSEHOLD PRODUCT,LDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
AQUA,DANONE,FOOD PACKAGING,PP,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
AQUA,DANONE,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
WALLS,UNILEVER,FOOD PACKAGING,PS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
PAISU,UNKNOWN,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
PAISU,UNKNOWN,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
INDOMILK,INDOFOOD,FOOD PACKAGING,HDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
AJM,UNKNOWN,FOOD PACKAGING,PS,SINGLE LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
AJM,UNKNOWN,FOOD PACKAGING,LDPE,MULTI LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
AJM,UNKNOWN,FOOD PACKAGING,PS,SINGLE LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
AJM,UNKNOWN,FOOD PACKAGING,LDPE,MULTI LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ES TEH INDONESIA,PT ESTEH INDONESIA MAKMUR,FOOD PACKAGING,PP,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
GO VIT,PT INDOFOOD CBP SUKSES MAKMUR TBK,FOOD PACKAGING,PS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
GO VIT,PT INDOFOOD CBP SUKSES MAKMUR TBK,FOOD PACKAGING,LDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
AKE,CV.AKE ABADI,FOOD PACKAGING,PS,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
AKE,CV.AKE ABADI,FOOD PACKAGING,LDPE,MULTI LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ALE ALE,TIRTA ALAM,FOOD PACKAGING,PET,SINGLE LAYER,14,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
ALE ALE,TIRTA ALAM,FOOD PACKAGING,HDPE,SINGLE LAYER,6,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
TEH GELAS,ORANG TUA,FOOD PACKAGING,PET,SINGLE LAYER,12,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
TEH GELAS,ORANG TUA,FOOD PACKAGING,HDPE,SINGLE LAYER,6,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
FRUIT TEA,SINAR SOSRO,FOOD PACKAGING,PET,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
FRUIT TEA,SINAR SOSRO,FOOD PACKAGING,PP,SINGLE LAYER,3,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
FRUIT TEA,SINAR SOSRO,FOOD PACKAGING,LDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
OKKY JELLY DRINK,TUDUNG GROUP,FOOD PACKAGING,PET,SINGLE LAYER,6,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
OKKY JELLY DRINK,TUDUNG GROUP,FOOD PACKAGING,HDPE,SINGLE LAYER,1,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
HAPPY DAY CUP,UNKNOWN,FOOD PACKAGING,PP,SINGLE LAYER,13,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,FOOD PACKAGING,PET,SINGLE LAYER,30,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
UNKNOWN,UNBRANDED,FOOD PACKAGING,PET,SINGLE LAYER,7,TERNATE,NORTH MALUKU,2023-09-30,COAST/SHORELINE
